"flight_no","day_of_week","fare_conditions","max_price","min_price","avg_price"
"PG0107","Thursday ","Business",21500.0,21500.0,21500.0
"PG0107","Monday   ","Business",21500.0,21500.0,21500.0
"PG0107","Tuesday  ","Business",21500.0,21500.0,21500.0
"PG0107","Friday   ","Business",21500.0,21500.0,21500.0
"PG0107","Thursday ","Economy",7900.0,7200.0,7235.77
"PG0107","Monday   ","Economy",7900.0,7200.0,7235.77
"PG0107","Friday   ","Economy",7900.0,7200.0,7235.77
"PG0107","Saturday ","Economy",7900.0,7200.0,7235.77
"PG0107","Wednesday","Economy",7900.0,7200.0,7235.77
"PG0107","Tuesday  ","Economy",7900.0,7200.0,7235.77
"PG0107","Sunday   ","Economy",7900.0,7200.0,7235.77
"PG0108","Thursday ","Business",201300.0,201300.0,201300.0
"PG0108","Thursday ","Economy",73800.0,67100.0,67409.83
"PG0109","Monday   ","Business",201300.0,201300.0,201300.0
"PG0109","Monday   ","Economy",73800.0,67100.0,67374.27
"PG0110","Wednesday","Economy",10400.0,9400.0,9475.0
"PG0110","Tuesday  ","Economy",10400.0,9400.0,9475.0
"PG0110","Monday   ","Economy",10400.0,9400.0,9475.0
"PG0110","Sunday   ","Economy",10400.0,9400.0,9475.0
"PG0110","Friday   ","Economy",10400.0,9400.0,9475.0
"PG0110","Saturday ","Economy",10400.0,9400.0,9475.0
"PG0110","Thursday ","Economy",10400.0,9400.0,9475.0
"PG0111","Tuesday  ","Economy",10400.0,9400.0,9474.77
"PG0111","Thursday ","Economy",10400.0,9400.0,9474.77
"PG0111","Friday   ","Economy",10400.0,9400.0,9474.77
"PG0111","Sunday   ","Economy",10400.0,9400.0,9474.77
"PG0111","Wednesday","Economy",10400.0,9400.0,9474.77
"PG0111","Saturday ","Economy",10400.0,9400.0,9474.77
"PG0111","Monday   ","Economy",10400.0,9400.0,9474.77
"PG0112","Saturday ","Economy",17000.0,15500.0,15617.23
"PG0112","Monday   ","Economy",17000.0,15500.0,15617.23
"PG0112","Thursday ","Economy",17000.0,15500.0,15617.23
"PG0113","Sunday   ","Economy",17000.0,15500.0,15620.32
"PG0113","Tuesday  ","Economy",17000.0,15500.0,15620.32
"PG0113","Friday   ","Economy",17000.0,15500.0,15620.32
"PG0114","Saturday ","Economy",26000.0,23600.0,23810.31
"PG0114","Wednesday","Economy",26000.0,23600.0,23810.31
"PG0115","Monday   ","Business",18000.0,18000.0,18000.0
"PG0115","Wednesday","Business",18000.0,18000.0,18000.0
"PG0115","Thursday ","Business",18000.0,18000.0,18000.0
"PG0115","Tuesday  ","Business",18000.0,18000.0,18000.0
"PG0115","Friday   ","Business",18000.0,18000.0,18000.0
"PG0115","Sunday   ","Business",18000.0,18000.0,18000.0
"PG0115","Saturday ","Business",18000.0,18000.0,18000.0
"PG0115","Sunday   ","Economy",6600.0,6000.0,6038.15
"PG0115","Wednesday","Economy",6600.0,6000.0,6038.15
"PG0115","Monday   ","Economy",6600.0,6000.0,6038.15
"PG0115","Thursday ","Economy",6600.0,6000.0,6038.15
"PG0115","Friday   ","Economy",6600.0,6000.0,6038.15
"PG0115","Saturday ","Economy",6600.0,6000.0,6038.15
"PG0115","Tuesday  ","Economy",6600.0,6000.0,6038.15
"PG0116","Tuesday  ","Business",18000.0,18000.0,18000.0
"PG0116","Wednesday","Business",18000.0,18000.0,18000.0
"PG0116","Monday   ","Business",18000.0,18000.0,18000.0
"PG0116","Sunday   ","Business",18000.0,18000.0,18000.0
"PG0116","Thursday ","Business",18000.0,18000.0,18000.0
"PG0116","Friday   ","Business",18000.0,18000.0,18000.0
"PG0116","Saturday ","Business",18000.0,18000.0,18000.0
"PG0116","Monday   ","Economy",6600.0,6000.0,6034.26
"PG0116","Thursday ","Economy",6600.0,6000.0,6034.26
"PG0116","Tuesday  ","Economy",6600.0,6000.0,6034.26
"PG0116","Friday   ","Economy",6600.0,6000.0,6034.26
"PG0116","Wednesday","Economy",6600.0,6000.0,6034.26
